V 2.5.2.36 	PWR-R5-36		OFF	a3	a3
V 2.5.2.37 	PWR-R5-37		OFF	a3	a3
V 2.5.2.38 	PWR-R5-38		OFF	a3	a3
V 2.5.2.39 	PWR-R5-39		OFF	a3	a3
V 2.5.2.40 	PWR-R5-40		OFF	a3	a3
V 2.5.2.41 	PWR-R5-41		OFF	a3	a3
V 2.5.2.42 	PWR-R5-42		OFF	a3	a3
V 2.5.2.43 	PWR-R5-43		OFF	a3	a3
V 2.5.2.44 	PWR-R5-44		OFF	a3	a3
V 2.5.2.45 	PWR-R5-45		OFF	a3	a3
V 2.5.2.46 	PWR-R5-46		OFF	a3	a3
V 2.5.2.47 	PWR-R5-47		OFF	a3	a3
V 2.5.2.48 	PWR-R5-48		OFF	a3	a3
V 2.5.2.49 	PWR-R5-49		OFF	a3	a3
V 2.5.2.50 	PWR-R5-50		OFF	a3	a3
V 2.5.3 	CURRENT-R5	 	UNK	a10	a10
B 2.6 		PWR-RACK-6 		NUL	NUL	NUL
V 2.6.1 	PORTS-AVAILABLE-R6	0	a2	a2
B 2.6.2 	PORT-STATUS-R6	 	NUL	NUL	NUL
V 2.6.2.1 	PWR-R6-1		OFF	a3	a3
V 2.6.2.2 	PWR-R6-2		OFF	a3	a3
V 2.6.2.3 	PWR-R6-3		OFF	a3	a3
V 2.6.2.4 	PWR-R6-4		OFF	a3	a3
V 2.6.2.5 	PWR-R6-5		OFF	a3	a3
V 2.6.2.6 	PWR-R6-6		OFF	a3	a3
V 2.6.2.7 	PWR-R6-7		OFF	a3	a3
V 2.6.2.8 	PWR-R6-8		OFF	a3	a3
V 2.6.2.9 	PWR-R6-9		OFF	a3	a3
V 2.6.2.10 	PWR-R6-10		OFF	a3	a3
V 2.6.2.11 	PWR-R6-11		OFF	a3	a3
V 2.6.2.12 	PWR-R6-12		OFF	a3	a3
V 2.6.2.13 	PWR-R6-13		OFF	a3	a3
V 2.6.2.14 	PWR-R6-14		OFF	a3	a3
V 2.6.2.15 	PWR-R6-15		OFF	a3	a3
V 2.6.2.16 	PWR-R6-16		OFF	a3	a3
V 2.6.2.17 	PWR-R6-17		OFF	a3	a3
V 2.6.2.18 	PWR-R6-18		OFF	a3	a3
V 2.6.2.19 	PWR-R6-19		OFF	a3	a3
V 2.6.2.20 	PWR-R6-20		OFF	a3	a3
V 2.6.2.21 	PWR-R6-21		OFF	a3	a3
V 2.6.2.22 	PWR-R6-22		OFF	a3	a3
V 2.6.2.23 	PWR-R6-23		OFF	a3	a3
V 2.6.2.24 	PWR-R6-24		OFF	a3	a3
V 2.6.2.25 	PWR-R6-25		OFF	a3	a3
V 2.6.2.26 	PWR-R6-26		OFF	a3	a3
V 2.6.2.27 	PWR-R6-27		OFF	a3	a3
V 2.6.2.28 	PWR-R6-28		OFF	a3	a3
V 2.6.2.29 	PWR-R6-29		OFF	a3	a3
V 2.6.2.30 	PWR-R6-30		OFF	a3	a3
V 2.6.2.31 	PWR-R6-31		OFF	a3	a3
V 2.6.2.32 	PWR-R6-32		OFF	a3	a3
V 2.6.2.33 	PWR-R6-33		OFF	a3	a3
V 2.6.2.34 	PWR-R6-34		OFF	a3	a3
V 2.6.2.35 	PWR-R6-35		OFF	a3	a3
V 2.6.2.36 	PWR-R6-36		OFF	a3	a3
V 2.6.2.37 	PWR-R6-37		OFF	a3	a3
V 2.6.2.38 	PWR-R6-38		OFF	a3	a3
V 2.6.2.39 	PWR-R6-39		OFF	a3	a3
V 2.6.2.40 	PWR-R6-40		OFF	a3	a3
V 2.6.2.41 	PWR-R6-41		OFF	a3	a3
V 2.6.2.42 	PWR-R6-42		OFF	a3	a3
V 2.6.2.43 	PWR-R6-43		OFF	a3	a3
V 2.6.2.44 	PWR-R6-44		OFF	a3	a3
V 2.6.2.45 	PWR-R6-45		OFF	a3	a3
V 2.6.2.46 	PWR-R6-46		OFF	a3	a3
V 2.6.2.47 	PWR-R6-47		OFF	a3	a3
